"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7","Comp 8"
"PC 32:1",0.012615,-0.12743,0.11321,-0.0058949,-0.043403,-0.034425,0.063414,-0.020074
"PC 32:2",0.027158,-0.092821,0.090938,0.012032,-0.0062513,-0.039351,0.056022,-0.048549
"PC 33:0",-0.0098179,-0.09614,0.069083,0.0055701,-0.023797,0.050655,-0.017669,-0.029524
"PC 33:1",0.011528,-0.11502,0.10142,-0.024259,-0.019339,-0.0029359,0.044267,-0.042182
"PC 33:2",0.0092071,-0.090026,0.068558,-0.029287,0.051092,0.035399,0.0015576,-0.011404
"PC 33:3",-0.066064,0.097501,-0.074905,0.033707,-0.025956,-0.050146,0.051784,0.063991
"PC 34:0",-0.0026595,-0.12607,0.067072,-0.011424,-0.032038,0.064607,-0.017367,-0.0051678
"PC 34:1",-0.00063405,-0.093743,0.095243,-0.04508,-0.022991,0.046092,-0.01287,-0.0073967
"PC 34:2",0.010848,-0.062334,0.066168,-0.052046,0.015885,0.062983,-0.058198,0.021175
"PC 34:3 Isomer B",0.0023463,-0.083837,0.087993,-0.017745,0.026962,0.010189,-0.051242,0.023649
"PC 34:4",0.0089807,-0.046935,0.0497,0.001121,0.031281,-0.065209,0.0029994,-0.052056
"PC 35:1",0.0029206,-0.12743,0.10045,-0.031008,-0.0025879,0.050578,-0.004958,-0.031452
"PC 35:2",0.024325,-0.012401,0.028786,-0.020918,0.034404,0.061684,-0.10546,-0.0014965
"PC 35:2 Isomer B",0.0064494,-0.073004,0.064917,-0.061672,0.050218,0.057572,-0.017393,-0.0010013
"PC 35:3",0.0029031,-0.046816,0.028224,-0.040561,0.05834,-0.0071702,0.0017913,0.010316
"PC 35:4",0.0018909,-0.025043,0.020123,-0.079924,0.10487,-0.0013523,-0.051676,0.049412
"PC 36:0",-0.018824,-0.10883,0.049583,-0.0054614,-0.041494,0.040195,-0.041499,-0.033931
"PC 36:1",-0.0079749,-0.085625,0.077509,-0.030047,-0.0096283,0.065275,-0.035066,0.0022171
