"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7","Comp 8"
"PC 36:1",-0.084839,0.078866,-0.038937,0.021255,0.010121,-0.03376,0.0031158,0.023228
"PC 36:2",-0.1027,0.10089,-0.042041,-0.0061173,0.035429,-0.014236,0.019668,-0.018156
"PC 36:3 Isomer B",-0.039543,0.065497,-0.013896,-0.010964,0.07931,-0.085021,-0.0079063,0.034143
"PC 36:4 Isomer A",-0.097128,0.081703,0.027319,-0.039138,0.063148,-0.024403,0.027507,-0.0494
"PC 36:4 Isomer B",-0.033344,0.080024,-0.018784,-0.063255,0.077803,-0.1047,0.016054,-0.021903
"PC 36:4 Isomer C",-0.085601,0.10397,-0.026525,-0.062569,0.091641,-0.08775,0.0095964,-0.055146
"PC 36:5 Isomer D",-0.051908,0.055281,0.040715,-0.072919,0.11655,-0.031912,-0.033689,-0.1702
"PC 37:3",-0.017652,0.039301,-0.020155,-0.042668,0.031267,-0.038981,0.016303,0.020902
"PC 37:4",-0.009598,0.052307,0.0091641,-0.097259,0.032336,-0.072878,0.028008,-0.074493
"PC 38:1",-0.080842,0.069133,-0.01164,0.02299,-0.060267,-0.0027312,0.022672,-0.0061839
"PC 38:2",0.011765,-0.032275,-0.0031301,0.0014547,-0.01008,-0.044853,0.036896,0.032089
"PC 38:3",0.026201,-0.0027085,0.0028904,0.0020097,0.062883,-0.033526,0.016004,0.012808
"PC 38:4 Isomer B",0.008391,0.063074,0.0072716,-0.082922,0.051653,-0.071055,0.064713,-0.048031
"PC 38:4 Isomer C",-0.060891,0.094355,-0.0058981,-0.090751,0.085152,-0.087355,0.037643,-0.059904
"PC 38:5 Isomer A",-0.015628,0.069205,0.030735,-0.12262,0.092135,-0.0615,0.017404,-0.072454
"PC 38:5 Isomer B",-0.052436,0.076724,-0.013433,-0.070451,0.085268,-0.088456,0.059826,-0.080924
"PC 38:6 Isomer A",-0.059887,0.058445,0.058319,-0.10312,0.069912,-0.03179,0.010689,-0.097567
"PC 40:1",-0.015615,0.039664,0.023264,0.037815,-0.079479,0.02523,0.029862,0.00097784
"PC 40:4",-0.15713,0.11786,-0.076287,-0.014994,0.10238,-0.091395,0.0097259,0.013099
"PC 40:5 Isomer A",-0.011509,0.055459,-0.0058856,-0.10357,0.11506,-0.071585,0.0478,-0.04974
"PC 40:5 Isomer B",-0.031488,0.056838,-0.04673,-0.027996,0.042546,-0.093601,0.098098,-0.0016152
