"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7","Comp 8"
"PC O-40:2 or PC 40:2e",0.041482,-0.029773,0.021356,0.042623,-0.085876,-0.043137,0.075918,-0.027755
"PC O-42:2 or PC 42:2e",0.041366,-0.02045,0.08832,-0.00028899,0.0062667,-0.047955,0.033398,-0.0063814
"PC P-34:0 or PC O-34:1",0.021725,-0.019578,0.022705,0.01972,-0.077556,0.021092,0.036425,0.065293
"PC P-34:1 or PC O-34:2",-0.024983,-0.028336,0.13825,-0.077105,-0.011044,0.020065,0.058692,0.024811
"PC P-34:1 or PC O-34:2 Isomer A",-0.0058222,-0.024231,0.04655,-0.0088731,-0.043631,0.0034131,0.0083054,0.022054
"PC P-34:2 or PC O-34:3",-0.046875,-0.031717,0.12595,-0.081029,-0.0036987,0.0012671,-0.013926,0.0050707
"PC P-36:1 or PC O-36:2 A",0.016717,-0.03957,0.12789,-0.060584,-0.079567,-0.0048719,0.072561,0.0048724
"PC P-36:1 or PC O-36:2 B",0.0054415,-0.021658,0.094979,-0.047659,-0.068728,0.023966,-0.010538,-0.010138
"PC P-36:2 or PC O-36:3",-0.013151,-0.045543,0.11888,-0.05859,-0.02579,-0.0093038,0.029121,0.024695
"PC P-36:3 or PC O-36:4",-0.068763,-0.0018597,0.10162,-0.096778,0.071833,-0.03804,0.054404,-0.017291
"PC P-36:4 or PC O-36:5",-0.085067,-0.035736,0.093709,-0.12326,0.070325,-0.018156,0.015836,-0.025003
"PC P-38:3 or PC O-38:4 Isomer B",-0.065316,0.015522,0.11635,-0.1153,0.06902,-0.036291,0.044022,-0.048274
"PC P-38:4 or PC O-38:5 Isomer A",-0.085928,0.0052603,0.09353,-0.092191,0.056706,-0.073399,0.065537,-0.0092092
"PC P-40:4 or PC O-40:5",-0.044012,-0.0011046,0.067346,-0.093433,0.069935,-0.047291,0.062625,-0.0028543
"PC P-40:5 or PC O-40:6",-0.041311,-0.026624,0.039614,-0.037353,0.044561,-0.029748,0.028902,0.077725
