"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7","Comp 8"
"PC 38:6 Isomer A",-0.078466,0.044895,0.084915,-0.10674,0.086134,-0.039706,0.0094329,-0.024606
"PC 40:1",0.024268,-0.04387,0.07008,0.031733,-0.10943,0.011629,-0.0060547,0.049619
"PC 40:4",-0.020859,0.015561,0.097218,-0.10042,0.070384,-0.0055101,0.055461,-0.033221
"PC 40:5 Isomer A",-0.048138,0.03168,0.10062,-0.052399,0.062663,-0.058364,0.027478,0.034032
"PC 40:5 Isomer B",-0.052424,-0.000081104,0.070085,-0.11416,0.068212,-0.011143,0.027906,-0.071347
"PC 40:6 Isomer B",-0.075784,0.022926,0.090972,-0.066149,0.11995,-0.09237,-0.0035255,-0.0046191
"PC 40:7 Isomer B",-0.079948,0.014676,0.072546,-0.066014,0.055537,-0.081205,0.031044,-0.028913
"PC 42:2",0.02787,-0.089311,0.063079,-0.058231,-0.038907,-0.0097489,0.02881,-0.07533
"PC O-18:0_16:0",0.031762,0.0049158,-0.04238,0.043755,-0.068038,0.049139,-0.053991,0.041671
"PC O-30:0",0.021831,0.021021,0.075604,-0.032652,-0.033222,0.037018,-0.012338,0.044362
"PC O-30:1",-0.00053447,-0.0047877,0.036653,-0.044261,-0.0030005,0.017994,-0.033147,0.06052
"PC O-31:7",0.043694,-0.21782,0.046814,0.058405,-0.15677,0.090016,0.079718,-0.10546
"PC O-32:0",0.028623,0.0023152,0.090749,-0.0091709,-0.058948,0.05593,0.0018191,0.028865
"PC O-32:1",0.0041671,-0.041299,0.11839,-0.059324,-0.039416,0.046059,-0.0073568,0.0040722
"PC O-33:0",0.037216,0.0014853,0.059116,-0.0041672,-0.040126,0.051684,-0.012576,0.025578
"PC O-34:0",0.024358,-0.0065169,0.059227,-0.0094835,-0.056182,0.069912,-0.0051682,0.023593
"PC O-36:1",0.035484,-0.028488,0.10943,-0.057349,-0.04724,0.029586,0.039871,-0.0063853
"PC O-37:0",0.010656,-0.0026592,0.064346,-0.052339,-0.058048,0.081828,-0.056834,0.032547
